#ID,id_fnl,RADECsource,RA,DEC,angdist,FeHfinal,eFeHfinal,FeHDavide,eFeHDavide,typ,Blaz,field,Per_Clement,PerBVIR_all,PeroptNIR,PerNIR,PerMIRwise,best,quP,mxf,T0max,mnf,T0min,fileV,orV,tensV,quV,amplV,erramplV,blazminV,blazmaxV,magV,errmagV,fileB,orB,tensB,quB,amplB,erramplB,blazminB,blazmaxB,magB,errmagB,fileI,orI,tensI,quI,amplI,erramplI,blazminI,blazmaxI,magI,errmagI,fileR,orR,tensR,quR,amplR,erramplR,blazminR,blazmaxR,magR,errmagR,fileU,orU,tensU,quU,amplU,erramplU,blazminU,blazmaxU,magU,errmagU,fileJ,orJ,tensJ,quJ,amplJ,erramplJ,blazminJ,blazmaxJ,magJ,errmagJ,fileH,orH,tensH,quH,amplH,erramplH,blazminH,blazmaxH,magH,errmagH,fileK,orK,tensK,quK,amplK,erramplK,blazminK,blazmaxK,magK,errmagK,Oost
V113,384560,0,201.734583,-47.53,3.438907,-1.62,0.24,-2.08,0.08,0,,,0.5734,0.57337644,0.57337644,0.57337644,-99.0,0,2,1,2452743.4734,-99,-99,nobad,3,13.0,1,1.25,-99.0,-99.0,-99.0,14.5956,0.0134,nobad,2,7.0,1,1.532,-99.0,-99.0,-99.0,15.0057,0.024,nob98,3,2.2,1,0.865,-99.0,-99,-99,13.9775,0.0317,nobad,3,5.5,-99,0.971,-99.0,-99,-99,14.0452,0.0132,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.535,0.2858,all170708b4,3,1.2,0,0.515,0.066,-99.0,-99.0,13.5164,0.0088,all170708b4,97,2.5,0,0.332,0.042,-99.0,-99.0,13.2776,0.01,all170708b4,3,0.95,0,0.333,0.022,-99.0,-99.0,13.215,0.008,OoII
V114,348449,0,201.708792,-47.505972,1.690063,-1.51,0.1,9.99,9.99,0,,,0.6753,0.67530828,0.67530828,0.67530828,-99.0,0,2,1,2452743.7923,-99,-99,nobad,3,50.0,1,0.92,-99.0,-99.0,-99.0,14.506,0.0138,nobad,3,30.0,1,1.141,-99.0,-99.0,-99.0,14.9373,0.044,nob98,4,26.0,1,0.602,-99.0,-99,-99,13.8097,0.0511,nobad,3,7.5,-99,0.721,-99.0,-99,-99,14.083,0.0134,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.3753,0.1759,all170708b4,97,2.5,0,0.373,0.028,-99.0,-99.0,13.3549,0.0112,all170708b4,4,1.3,0,0.272,0.029,-99.0,-99.0,13.1225,0.0129,all170708b4,97,1.15,0,0.269,0.018,-99.0,-99.0,13.0306,0.0088,OoII
V115,149023,0,201.551125,-47.571694,8.005717,-2.09,0.03,-2.16,0.06,0,1,,0.6305,0.63047975,0.63046946,0.63046946,-99.0,1,2,1,2452446.3456,-99,-99,nobad,4,78.0,0,1.027,-99.0,0.99,1.16,14.5039,0.0117,nobad,2,17.0,0,1.265,-99.0,-99.0,-99.0,14.9593,0.015,nob98,3,3.5,1,0.638,-99.0,-99,-99,13.8597,0.0243,nobad,4,1.5,0,0.959,-99.0,-99,-99,13.6446,0.0153,nobad_u,3,5.0,-98,1.353,-99.0,-99,-99,15.0847,0.0208,all170708b4,5,0.8,0,0.44,0.035,-99.0,-99.0,13.4014,0.0053,all170708b4,97,4.81,0,0.195,0.015,-99.0,-99.0,13.1155,0.0109,all170708b4,3,1.4,0,0.258,0.014,-99.0,-99.0,13.0985,0.0074,OoII
V116,262287,0,201.647833,-47.468694,1.991185,-1.47,0.75,-1.24,0.35,0,,,0.7201,0.7201344,0.7201344,0.7201344,-99.0,0,1,-99,-99.0,-99,-99,other,3,6.5,-98,0.653,-99.0,-99.0,-99.0,14.4634,0.019,other,3,6.5,-98,1.013,-99.0,-99.0,-99.0,14.9307,0.0174,other,3,6.5,-98,0.726,-99.0,-99,-99,13.6577,0.0236,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,3,5.0,-99,0.969,-99.0,-99,-99,15.1643,0.0272,all170708b4,3,10.0,0,0.266,0.03,-99.0,-99.0,13.312,0.0175,all170708b4,3,0.7,0,0.29,0.026,-99.0,-99.0,13.0823,0.0078,all170708b4,97,2.7,1,0.23,0.017,-99.0,-99.0,12.9969,0.0095,OoII
V117,182225,0,201.582875,-47.489361,4.551822,-1.53,0.49,-2.08,0.06,1,,,0.4216,0.42164251,0.42164251,0.42164251,-99.0,0,1,1,2450985.5294,-99,-99,nobot,3,61.0,1,0.435,-99.0,-99.0,-99.0,14.4444,0.0123,nobot,3,18.0,0,0.55,-99.0,-99.0,-99.0,14.8896,0.0156,nobot,3,4.0,1,0.268,-99.0,-99,-99,13.9083,0.0289,nobot,3,3.5,0,0.346,-99.0,-99,-99,13.9941,0.0104,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.0855,0.1083,all170708b4,5,2.5,0,0.197,0.022,-99.0,-99.0,13.4822,0.0053,all170708b4,4,1.5,0,0.129,0.016,-99.0,-99.0,13.2373,0.0086,all170708b4,5,1.38,1,0.079,0.013,-99.0,-99.0,13.2085,0.0071,
V118,291885,0,201.668917,-47.505417,1.858315,-2.17,0.42,-1.64,0.2,0,,,0.6116,0.61161954,0.61161954,0.61161954,-99.0,0,2,1,2452446.5176,-99,-99,nobad,3,32.0,1,1.057,-99.0,-99.0,-99.0,14.4282,0.0113,nobad,3,22.0,0,1.182,-99.0,-99.0,-99.0,14.9634,0.0226,nob98,3,8.0,1,0.654,-99.0,-99,-99,13.7338,0.031,nobad,2,0.9,1,0.84,-99.0,-99,-99,13.979,0.0103,nobad_u,4,7.0,-99,1.041,-99.0,-99,-99,15.0444,0.0298,all170708b4,3,5.4,0,0.414,0.042,-99.0,-99.0,13.2236,0.0129,all170708b4,97,2.5,0,0.255,0.043,-99.0,-99.0,12.9494,0.0135,all170708b4,4,4.5,0,0.28,0.021,-99.0,-99.0,12.8792,0.0119,OoII
V119,278469,0,201.6595,-47.521778,2.896051,-1.83,0.11,-2.37,0.02,1,,,0.3059,0.30587539,0.30587539,0.30587539,-99.0,0,2,2,2452743.6368,-99,-99,nobad,3,45.0,0,0.299,-99.0,-99.0,-99.0,14.6139,0.009,nobad,3,12.8,1,0.37,-99.0,-99.0,-99.0,14.9018,0.0266,nob98,4,10.0,0,0.175,-99.0,-99,-99,14.0942,0.0593,nobad,3,2.5,1,0.232,-99.0,-99,-99,14.1908,0.0094,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.238,0.0836,all170708b4,4,1.4,0,0.161,0.017,-99.0,-99.0,13.7426,0.0054,all170708b4,4,1.2,0,0.083,0.011,-99.0,-99.0,13.5426,0.0066,all170708b4,4,3.0,1,0.058,0.01,-99.0,-99.0,13.5288,0.0074,
V120,209407,0,201.606333,-47.547,5.387718,-1.42,0.18,-1.3,0.04,0,1,,0.5485,0.54854736,0.54854736,0.54854736,-99.0,0,2,1,2455711.5382,-99,-99,allnew_kal9704,3,250.0,1,0.839,-99.0,0.724,1.241,14.7553,0.0081,allnew_kal9704,3,110.0,1,1.128,-99.0,0.96,1.661,15.1799,0.0179,allnew_kal9704,3,13.0,1,0.569,-99.0,-99,-99,14.0511,0.0378,allnew_kal9704,3,1.8,-99,0.668,-99.0,-99,-99,14.3433,0.0343,allnew_kal9704,4,9.0,-98,1.461,-99.0,-99,-99,15.1585,0.0273,all170708b4,4,0.26,0,0.488,0.061,-99.0,-99.0,13.6154,0.0051,all170708b4,97,1.35,0,0.321,0.039,-99.0,-99.0,13.3324,0.0094,all170708b4,4,1.35,1,0.293,0.032,-99.0,-99.0,13.3279,0.0074,OoI
V121,222868,0,201.617333,-47.530861,4.377775,-1.75,0.34,-1.86,0.05,1,,,0.3042,0.30418175,0.30418175,0.30418175,-99.0,0,2,1,2452743.7678,-99,-99,nobad,3,35.0,0,0.286,-99.0,-99.0,-99.0,14.5446,0.0103,nobad,3,7.0,1,0.364,-99.0,-99.0,-99.0,14.8452,0.0227,nob98,2,11.8,0,0.193,-99.0,-99,-99,14.0457,0.0492,nobad,4,2.0,1,0.22,-99.0,-99,-99,14.0506,0.0093,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.187,0.1635,all170708b4,97,0.99,0,0.123,0.012,-99.0,-99.0,13.689,0.0042,all170708b4,5,0.48,1,0.064,0.008,-99.0,-99.0,13.4838,0.004,all170708b4,5,0.37,1,0.051,0.007,-99.0,-99.0,13.483,0.0046,
V122,233802,0,201.62625,-47.55075,5.08003,-1.86,0.24,-2.04,0.03,0,,,0.6349,0.63492123,0.63492123,0.63492123,-99.0,0,2,1,2453870.6116,-99,-99,nobad,3,7.5,1,1.091,-99.0,-99.0,-99.0,14.52,0.0081,nobad,3,5.5,1,1.359,-99.0,-99.0,-99.0,14.985,0.0273,nob98,2,7.0,1,0.718,-99.0,-99,-99,13.8662,0.051,nobad,99,0.0,0,-99.0,-99.0,-99,-99,14.113,0.1144,nobad_u,3,5.0,-99,1.507,-99.0,-99,-99,15.0222,0.0318,all170708b4,97,0.3,0,0.442,0.055,-99.0,-99.0,13.3896,0.0056,all170708b4,97,1.0,0,0.196,0.018,-99.0,-99.0,13.0862,0.0078,all170708b4,3,0.6,1,0.295,0.02,-99.0,-99.0,13.0805,0.0064,OoII
V123,354132,0,201.712792,-47.620389,8.481696,-1.84,0.07,-1.91,0.05,1,,,0.4742,0.47485693,0.4749177,0.47495509,-99.0,1,-2,-99,-99.0,-99,-99,nobad,2,20.0,-98,0.422,-99.0,-99.0,-99.0,14.4572,0.0211,nobad,2,22.0,-98,0.477,-99.0,-99.0,-99.0,14.8353,0.0245,nobad,2,17.5,-98,0.242,-99.0,-99,-99,13.8885,0.0547,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.056,0.0995,all170708b4,97,0.2,1,0.15,0.013,-99.0,-99.0,13.4082,0.0033,all170708b4,97,0.2,1,0.095,0.009,-99.0,-99.0,13.1525,0.004,all170708b4,97,0.25,1,0.092,0.01,-99.0,-99.0,13.149,0.0056,
V124,373447,0,201.726583,-47.652139,10.435696,-1.25,0.36,9.99,9.99,1,,,0.3319,0.33186162,0.33186162,0.33186162,-99.0,0,-1,1,2455422.4078,-99,-99,otnew_kal9704,3,8.0,1,0.504,-99.0,-99.0,-99.0,14.5609,0.0041,otnew_kal9704,3,3.5,1,0.73,-99.0,-99.0,-99.0,14.9138,0.0037,otnew_kal9704,99,0.0,1,-99.0,-99.0,-99,-99,14.167,0.0388,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,otnew_kal9704,3,5.1,-99,0.761,-99.0,-99,-99,15.0006,0.039,all170708b4,97,0.5,0,0.176,0.022,-99.0,-99.0,13.6699,0.0035,all170708b4,97,0.5,0,0.097,0.011,-99.0,-99.0,13.4647,0.0044,all170708b4,97,0.35,0,0.118,0.014,-99.0,-99.0,13.4617,0.0052,
V125,341709,0,201.704042,-47.684361,12.293085,-1.86,0.02,-2.53,0.03,0,,,0.5929,0.59287799,0.59287799,0.59287799,-99.0,0,-1,1,2451600.8905,-99,-99,otnew_kal97,4,1.3,1,1.202,-99.0,-99.0,-99.0,14.587,0.0102,otnew_kal97,3,2.0,0,1.024,-99.0,-99.0,-99.0,15.048,0.0088,otnew_kal97,99,0.0,1,-99.0,-99.0,-99,-99,13.991,0.1785,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,otnew_kal97,3,0.1,-99,1.229,-99.0,-99,-99,14.8825,0.012,all170708b4,4,0.2,1,0.496,0.054,-99.0,-99.0,13.4602,0.0051,all170708b4,4,0.6,0,0.314,0.031,-99.0,-99.0,13.2063,0.0093,all170708b4,97,1.5,0,0.287,0.03,-99.0,-99.0,13.1862,0.0066,OoII
V126,619715,0,202.033875,-47.679583,18.228435,-1.55,0.21,9.99,9.99,1,,,0.342,0.34185353,0.34173393,0.34173393,-99.0,2,-1,-99,-99.0,-99,-99,otnew,3,0.3,0,0.508,-99.0,-99.0,-99.0,14.5655,0.0082,otnew,3,1.0,0,0.57,-99.0,-99.0,-99.0,14.8659,0.0078,otnew,3,0.6,-98,0.204,-99.0,-99,-99,14.0169,0.012,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,otnew,99,0.0,-99,-99.0,-99.0,-99,-99,15.2939,0.1066,all170708b4,97,1.2,0,0.222,0.02,-99.0,-99.0,13.6766,0.006,all170708b4,97,0.35,0,0.089,0.009,-99.0,-99.0,13.4638,0.0053,all170708b4,97,1.0,1,0.099,0.01,-99.0,-99.0,13.4425,0.0065,
V127,35527,0,201.330917,-47.477111,14.733343,-1.79,0.04,9.99,9.99,1,,,0.3053,0.30527271,0.30527271,0.30527271,-99.0,0,0,1,2449860.2319,-99,-99,otnew_kal97,3,8.0,1,0.325,-99.0,-99.0,-99.0,14.6317,0.0131,otnew_kal97,3,0.5,1,0.397,-99.0,-99.0,-99.0,14.8835,0.0079,otnew_kal97,3,0.3,0,0.144,-99.0,-99,-99,14.117,0.008,otnew_kal97,99,0.0,1,-99.0,-99.0,-99,-99,14.288,0.0372,otnew_kal97,5,0.8,0,0.299,-99.0,-99,-99,15.3727,0.0094,all170708b4,97,0.5,0,0.104,0.01,-99.0,-99.0,13.7455,0.0034,all170708b4,4,0.12,1,0.074,0.007,-99.0,-99.0,13.5534,0.0033,all170708b4,97,1.1,0,0.073,0.01,-99.0,-99.0,13.5586,0.0057,
V128,172285,0,201.573875,-47.503806,5.08933,-2.09,0.06,-1.8,0.02,0,,,0.835,0.83499185,0.83499185,0.83499185,-99.0,0,1,1,2452744.0104,-99,-99,nobad,4,16.0,1,0.591,-99.0,-99.0,-99.0,14.341,0.0083,nobad,3,5.0,1,0.753,-99.0,-99.0,-99.0,14.8279,0.0185,nob98,3,7.0,1,0.374,-99.0,-99,-99,13.6501,0.0285,nobad,99,0.0,0,-99.0,-99.0,-99,-99,13.815,0.0879,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,14.819,0.2725,all170708b4,97,0.35,0,0.3,0.023,-99.0,-99.0,13.1306,0.0053,all170708b4,5,0.7,0,0.236,0.021,-99.0,-99.0,12.8331,0.0076,all170708b4,97,0.85,0,-99.0,-99.0,-99.0,-99.0,12.7639,0.0907,OoII
V130,139303,0,201.541667,-47.227778,16.336831,-1.48,0.33,9.99,9.99,0,1,,0.4932,0.49325098,0.49325098,0.49325098,-99.0,0,-1,-99,-99.0,-99,-99,otnew_kal97,4,70.0,0,0.778,-99.0,0.585,1.234,14.7312,0.0113,otnew_kal97,5,4.5,0,1.223,-99.0,-99.0,-99.0,15.1645,0.0105,otnew_kal97,5,0.8,-98,0.293,-99.0,-99,-99,14.1452,0.0162,otnew_kal97,99,0.0,-99,-99.0,-99.0,-99,-99,14.576,0.0762,otnew_kal97,99,0.0,0,-99.0,-99.0,-99,-99,15.599,0.3229,all170708b4,3,0.8,0,0.589,0.063,-99.0,-99.0,13.6989,0.0109,all170708b4,3,0.8,0,0.46,0.038,-99.0,-99.0,13.4451,0.0085,all170708b4,5,2.4,0,0.371,0.032,-99.0,-99.0,13.4306,0.0165,
V131,232367,0,201.625208,-47.494806,2.942553,-1.74,0.02,-2.11,0.23,1,,,0.3923,0.39211615,0.39211615,0.39211615,-99.0,0,1,1,2452743.3547,-99,-99,nobad,3,60.0,0,0.429,-99.0,-99.0,-99.0,14.4561,0.0098,nobad,3,45.0,0,0.551,-99.0,-99.0,-99.0,14.8282,0.0203,nob98,3,23.0,0,0.273,-99.0,-99,-99,13.8781,0.0348,nobad,2,2.0,1,0.338,-99.0,-99,-99,14.0538,0.0095,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.2279,0.2454,all170708b4,97,2.6,0,0.185,0.02,-99.0,-99.0,13.505,0.0097,all170708b4,5,2.0,0,0.112,0.016,-99.0,-99.0,13.2754,0.0095,all170708b4,97,4.5,0,0.146,0.017,-99.0,-99.0,13.2129,0.0113,
V132,283794,0,201.663292,-47.486167,1.314311,-2.22,0.16,9.99,9.99,0,,,0.6557,0.65564449,0.65564449,0.65564449,-99.0,0,1,2,2453870.5636,-99,-99,nobad,3,50.0,1,0.985,-99.0,-99.0,-99.0,14.427,0.0163,nobad,4,41.0,1,1.188,-99.0,-99.0,-99.0,14.8363,0.0383,nob98,4,27.0,0,0.556,-99.0,-99,-99,13.7355,0.0505,nobad,2,1.5,0,0.764,-99.0,-99,-99,14.0312,0.0162,nobad_u,5,14.8,-99,0.864,-99.0,-99,-99,15.2084,0.0378,all170708b4,5,6.0,0,0.48,0.04,-99.0,-99.0,13.3444,0.0131,all170708b4,5,0.6,0,0.304,0.026,-99.0,-99.0,13.0613,0.0083,all170708b4,97,4.8,0,0.26,0.019,-99.0,-99.0,12.9869,0.0105,OoII
V134,29421,0,201.305458,-47.207889,22.733846,-2.38,0.32,9.99,9.99,0,,,0.6529,0.65291806,0.65291806,0.65291806,-99.0,0,-2,-99,-99.0,-99,-99,otnew,3,0.4,0,0.989,-99.0,-99.0,-99.0,14.5007,0.0097,otnew,2,1.0,0,1.049,-99.0,-99.0,-99.0,15.0295,0.0102,nobad,3,0.025,-98,0.402,-99.0,-99,-99,13.7115,0.0146,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,otnew,3,0.21,-99,0.908,-99.0,-99,-99,15.4021,0.0144,all170708b4,3,0.55,-99,0.414,0.029,-99.0,-99.0,13.3673,0.0366,all170708b4,3,0.45,-99,0.339,0.066,-99.0,-99.0,13.111,0.0315,all170708b4,3,0.02,-99,0.274,0.049,-99.0,-99.0,13.1,0.0226,OoII
V135,222307,0,201.616958,-47.488444,3.176855,-2.15,0.42,-1.7,0.05,0,,,0.6326,0.63258282,0.63258282,0.63258282,-99.0,0,0,1,2452743.6525,-99,-99,nobad,3,62.0,1,0.937,-99.0,-99.0,-99.0,14.3012,0.0253,nobad,3,25.0,0,1.269,-99.0,-99.0,-99.0,14.9038,0.0274,nob98,3,33.0,0,0.588,-99.0,-99,-99,13.7635,0.0472,nobad,3,10.0,1,0.645,-99.0,-99,-99,13.6719,0.0368,nobad_u,3,2.5,-99,0.947,-99.0,-99,-99,15.1353,0.0228,all170708b4,5,0.02,-99,0.197,0.033,-99.0,-99.0,13.2622,0.0156,all170708b4,5,0.02,-99,0.236,0.047,-99.0,-99.0,13.0934,0.0293,all170708b4,5,0.01,-99,0.093,0.017,-99.0,-99.0,12.9618,0.0134,OoII
V136,237618,0,201.629458,-47.461389,2.844425,-2.06,0.33,-2.3,0.11,1,,,0.3919,0.39192596,0.39192596,0.39192596,-99.0,0,1,1,2452743.4061,-99,-99,nobad,3,80.0,0,0.385,-99.0,-99.0,-99.0,14.3212,0.0156,nobad,3,18.0,0,0.493,-99.0,-99.0,-99.0,14.712,0.0251,nob98,3,11.0,0,0.253,-99.0,-99,-99,13.8231,0.0469,nobad,3,4.5,1,0.285,-99.0,-99,-99,14.015,0.0198,nobad_u,3,1.8,-99,0.319,-99.0,-99,-99,15.0176,0.0159,all170708b4,97,2.0,0,0.138,0.02,-99.0,-99.0,13.4907,0.0089,all170708b4,4,0.69,-99,0.163,0.021,-99.0,-99.0,13.2448,0.0084,all170708b4,4,3.6,0,0.081,0.01,-99.0,-99.0,13.2482,0.01,
V137,240027,0,201.631333,-47.451333,3.062802,-1.52,0.35,-1.86,0.16,1,,,0.3342,0.33421048,0.33421048,0.33425604,-99.0,1,2,1,2452743.7862,-99,-99,nobad,3,50.0,0,0.498,-99.0,-99.0,-99.0,14.5405,0.0107,nobad,2,20.0,0,0.617,-99.0,-99.0,-99.0,14.8898,0.02,nob98,3,12.0,0,0.282,-99.0,-99,-99,14.0339,0.0463,nobad,2,1.5,1,0.364,-99.0,-99,-99,14.2476,0.0104,nobad_u,3,5.5,-99,0.503,-99.0,-99,-99,15.0641,0.0234,all170708b4,97,1.42,-99,0.163,0.022,-99.0,-99.0,13.6446,0.0088,all170708b4,4,0.8,0,0.126,0.016,-99.0,-99.0,13.4115,0.0063,all170708b4,97,0.75,0,0.106,0.015,-99.0,-99.0,13.4023,0.0063,
V139,275148,0,201.657208,-47.459889,1.910289,-1.65,0.06,9.99,9.99,0,,,0.6769,0.67687129,0.67687129,0.67687129,-99.0,0,1,1,2451276.5148,-99,-99,nobad,2,31.0,1,0.843,-99.0,-99.0,-99.0,14.3239,0.0117,nobad,2,27.0,0,1.05,-99.0,-99.0,-99.0,14.8448,0.0236,nob98,3,10.0,1,0.53,-99.0,-99,-99,13.6061,0.0359,nobad,4,1.3,1,0.676,-99.0,-99,-99,13.9645,0.0106,nobad_u,4,4.6,-99,0.892,-99.0,-99,-99,15.1752,0.0295,all170708b4,5,2.0,0,0.355,0.045,-99.0,-99.0,13.1292,0.0143,all170708b4,5,2.05,0,0.155,0.017,-99.0,-99.0,12.794,0.0114,all170708b4,3,0.35,0,0.183,0.015,-99.0,-99.0,12.753,0.0073,OoII
V140,301436,0,201.675458,-47.502,1.544876,-1.87,0.32,-1.8,0.2,0,1,,0.6198,0.61980487,0.61980487,0.6198173,-99.0,1,-1,4,2451269.8984,-99,-99,other,5,13.0,-1,0.788,-99.0,0.493,1.162,14.3678,0.0216,other,5,9.0,-1,1.051,-99.0,-99.0,-99.0,14.6714,0.0195,other,3,6.2,0,0.396,-99.0,-99,-99,13.7945,0.0184,nobad,3,4.1,0,0.473,-99.0,-99,-99,13.712,0.0202,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.2925,0.1989,all170708b4,4,5.5,0,0.382,0.044,-99.0,-99.0,13.437,0.0144,all170708b4,5,3.6,1,0.461,0.06,-99.0,-99.0,13.1025,0.0211,all170708b4,4,3.2,0,0.339,0.029,-99.0,-99.0,13.1077,0.0103,OoI
V141,293893,0,201.670333,-47.491194,1.192587,-1.9,0.09,-1.64,0.3,0,1,,0.6974,0.69743613,0.69743613,0.69743613,-99.0,0,2,1,2453865.8988,-99,-99,nobad,4,30.0,1,0.611,-99.0,0.568,1.05,14.4589,0.0144,nobad,3,24.0,1,0.856,-99.0,0.794,1.239,14.9163,0.0263,nobad,2,9.0,1,0.434,-99.0,-99,-99,13.7757,0.034,nobad,99,0.0,0,-99.0,-99.0,-99,-99,14.101,0.0786,nobad_u,3,3.0,-99,0.693,-99.0,-99,-99,15.1745,0.0189,all170708b4,97,4.1,0,0.317,0.023,-99.0,-99.0,13.2755,0.012,all170708b4,5,1.8,0,0.17,0.018,-99.0,-99.0,12.977,0.0117,all170708b4,4,1.8,0,0.233,0.017,-99.0,-99.0,12.9231,0.0105,OoII
V143,304066,0,201.677458,-47.458083,1.458024,-2.17,0.2,-1.81,0.4,0,,,0.8207,0.82075563,0.82073288,0.82073288,-99.0,1,-1,2,2451695.0451,-99,-99,nob98,5,4.6,1,0.563,-99.0,-99.0,-99.0,14.2837,0.0362,allnew_nob,3,20.0,1,0.801,-99.0,-99.0,-99.0,14.8742,0.1627,nob98,2,15.0,1,0.396,-99.0,-99,-99,13.5633,0.0398,nobad,1,2.5,-98,0.411,-99.0,-99,-99,13.7516,0.031,nobad_u,3,11.0,-98,0.957,-99.0,-99,-99,15.0075,0.0403,all170708b4,97,4.4,0,0.28,0.032,-99.0,-99.0,13.1604,0.0201,all170708b4,3,4.4,-99,0.023,0.037,-99.0,-99.0,12.7743,0.0204,all170708b4,97,1.8,0,0.234,0.024,-99.0,-99.0,12.7798,0.014,OoII
V144,306672,0,201.679292,-47.471722,0.767117,-1.86,0.16,-1.48,0.21,0,,,0.8353,0.83532195,0.83532195,0.83532195,-99.0,0,1,2,2452743.28,-99,-99,nobad,3,90.0,0,0.487,-99.0,-99.0,-99.0,14.4287,0.0122,nobad,2,45.0,0,0.616,-99.0,-99.0,-99.0,14.9668,0.0222,nobad,3,14.0,0,0.341,-99.0,-99,-99,13.6836,0.0247,nobad,3,3.0,1,0.418,-99.0,-99,-99,14.0644,0.014,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,14.973,0.1488,all170708b4,4,6.5,0,0.263,0.029,-99.0,-99.0,13.1404,0.0133,all170708b4,97,1.3,0,0.222,0.02,-99.0,-99.0,12.8659,0.0075,all170708b4,97,0.75,0,0.278,0.022,-99.0,-99.0,12.7681,0.0079,OoII
V145,354986,0,201.713417,-47.519139,2.497702,-1.75,0.12,-1.42,0.1,1,,,0.3732,0.37410428,0.37419845,0.37419845,-99.0,2,1,4,2451269.9838,-99,-99,nobad,3,143.0,0,0.428,-99.0,-99.0,-99.0,14.5405,0.0173,nobad,3,58.0,0,0.637,-99.0,-99.0,-99.0,14.9715,0.0291,nob98,2,36.0,1,0.266,-99.0,-99,-99,13.9872,0.0505,nobad,3,4.0,1,0.328,-99.0,-99,-99,14.0168,0.026,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.422,0.1767,all170708b4,97,1.6,0,0.156,0.013,-99.0,-99.0,13.5994,0.0069,all170708b4,97,1.8,0,0.142,0.017,-99.0,-99.0,13.3902,0.0098,all170708b4,4,3.6,0,0.053,0.012,-99.0,-99.0,13.3338,0.0094,
V146,364661,0,201.720167,-47.491194,1.262104,-1.93,0.25,9.99,9.99,0,,,0.6331,0.63309683,0.63309683,0.63309683,-99.0,0,2,1,2454705.441,-99,-99,nobad,3,35.0,1,1.07,-99.0,-99.0,-99.0,14.5176,0.017,nobad,3,20.0,0,1.381,-99.0,-99.0,-99.0,14.9965,0.0244,nob98,4,12.0,0,0.688,-99.0,-99,-99,13.8317,0.0427,nobad,2,1.9,0,0.833,-99.0,-99,-99,14.1383,0.0125,nobad_u,3,5.0,-99,0.806,-99.0,-99,-99,15.3087,0.027,all170708b4,3,4.1,0,0.462,0.055,-99.0,-99.0,13.4258,0.022,all170708b4,97,4.2,0,0.283,0.044,-99.0,-99.0,13.2194,0.0179,all170708b4,4,2.8,0,0.295,0.029,-99.0,-99.0,13.1012,0.0173,OoII
V147,487728,0,201.816208,-47.519528,5.493816,-1.89,0.08,-2.0,0.07,1,,,0.4227,0.42234438,0.42251127,0.42251127,-99.0,2,1,1,2450985.8355,-99,-99,nobot,3,64.0,0,0.409,-99.0,-99.0,-99.0,14.4039,0.0127,nobot,3,15.5,0,0.432,-99.0,-99.0,-99.0,14.7763,0.0263,nobot,3,15.5,0,0.245,-99.0,-99,-99,13.7915,0.0564,nobad,3,2.5,1,0.317,-99.0,-99,-99,13.9408,0.0147,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.103,0.1615,all170708b4,97,0.9,0,0.182,0.021,-99.0,-99.0,13.3932,0.0065,all170708b4,3,0.8,0,0.131,0.016,-99.0,-99.0,13.1797,0.0074,all170708b4,97,1.8,0,0.11,0.013,-99.0,-99.0,13.1515,0.0069,
V149,552834,0,201.886875,-47.228722,16.975764,-1.55,0.29,9.99,9.99,0,,,0.6827,0.68272379,0.68272379,0.68272379,-99.0,0,-1,-99,-99.0,-99,-99,nobad,3,0.2,-98,0.704,-99.0,-99.0,-99.0,14.5066,0.0104,nobad,3,0.1,-98,0.889,-99.0,-99.0,-99.0,14.9527,0.0066,nobad,3,0.12,-98,0.443,-99.0,-99,-99,13.8057,0.013,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,3,1.375,-99,0.901,-99.0,-99,-99,15.1368,0.0188,all170708b4,3,0.7,0,0.42,0.053,-99.0,-99.0,13.3274,0.0071,all170708b4,5,0.9,0,0.283,0.026,-99.0,-99.0,13.046,0.0098,all170708b4,4,0.35,1,0.352,0.03,-99.0,-99.0,13.0321,0.0082,OoII
