CoRoT 100689962 19 24 00.10 +01 41 48.70 14.96 LRc01 RRab Bl 0.201  26.88 0.3559966
CoRoT 100881648 19 25 05.43 +01 39 23.83 16.16 LRc01 RRab Bl 0.033a 59.77 0.607186
CoRoT 101128793 19 26 37.32 +01 13 34.90  5.93 LRc01 RRab Bl 0.235  17.86 0.4719296
CoRoT 101370131 19 28 14.40 +00 06 02.27 15.60 LRc01 RRab    0.257  ---   0.619332
CoRoT 101503544 19 29 10.12 +00 43 47.14  4.79 LRc01 RRab Bl 0.009b 25.60 0.605087
