 54   4262.1587  -0.2893    -0.0003
 55   4262.6318  -0.3043     0.0009
 56   4263.1050  -0.3056     0.0021
 57   4263.5791  -0.3029     0.0043
 58   4264.0471  -0.3028     0.0004
 59   4264.5215  -0.3199     0.0028
 60   4264.9954  -0.3087     0.0048
 61   4265.4658  -0.3106     0.0033
 62   4265.9358  -0.3246     0.0014
 63   4266.4131  -0.3258     0.0068
 64   4266.8801  -0.3175     0.0019
 65   4267.3501  -0.3299    -0.0001
 66   4267.8262  -0.3299     0.0041
 67   4268.2986  -0.3249     0.0046
 68   4268.7656  -0.3077    -0.0003
 69   4269.2427  -0.3302     0.0048
 70   4269.7126  -0.3390     0.0029
 71   4270.1858  -0.3101     0.0041
 72   4270.6531  -0.3371    -0.0005
 73   4271.1282  -0.3407     0.0026
 74   4271.6013  -0.3368     0.0038
 75   4272.0684  -0.3376    -0.0010
 76   4272.5435  -0.3503     0.0021
 77   4273.0137  -0.3427     0.0004
 78   4273.4856  -0.3354     0.0004
 79   4273.9539  -0.3491    -0.0032
 80   4274.4290  -0.3353     0.0000
 81   4274.9001  -0.3355    -0.0008
 82   4275.3665  -0.3333    -0.0064
 83   4275.8435  -0.3415    -0.0013
 84   4276.3203  -0.3182     0.0036
 85   4276.7856  -0.3190    -0.0030
 86   4277.2598  -0.3150    -0.0008
 87   4277.7339  -0.3124     0.0014
 88   4278.2031  -0.3145    -0.0013
 89   4278.6721  -0.3176    -0.0042
 90   4279.1523  -0.3063     0.0041
 91   4279.6213  -0.3028     0.0012
 92   4280.0874  -0.3091    -0.0047
 93   4280.5644  -0.3216     0.0004
 94   4281.0405  -0.3044     0.0046
 95   4281.5068  -0.3080    -0.0010
 96   4281.9761  -0.3297    -0.0037
 97   4282.4570  -0.3057     0.0053
 98   4282.9250  -0.3211     0.0014
 99   4283.3914  -0.3128    -0.0042
100   4283.8684  -0.3320     0.0010
101   4284.3433  -0.3093     0.0039
102   4284.8106  -0.3158    -0.0008
103   4285.2837  -0.3251     0.0005
104   4285.7590  -0.3222     0.0039
105   4286.2270  -0.3157     0.0000
106   4286.6951  -0.3195    -0.0039
107   4287.1699  -0.3237    -0.0010
108   4287.6453  -0.3123     0.0024
109   4288.1155  -0.3056     0.0007
110   4288.5845  -0.3387    -0.0022
111   4289.0606  -0.3156     0.0019
112   4289.5298  -0.3262    -0.0007
113   4290.0010  -0.3242    -0.0015
114   4290.4749  -0.3425     0.0005
115   4290.9470  -0.3333     0.0007
116   4291.4163  -0.3356    -0.0020
117   4291.8882  -0.3453    -0.0020
118   4292.3633  -0.3340     0.0012
119   4292.8335  -0.3353    -0.0005
120   4293.3005  -0.3438    -0.0054
121   4293.7817  -0.3115     0.0039
122   4294.2498  -0.3288     0.0000
123   4294.7207  -0.3229    -0.0010
124   4295.1931  -0.3282    -0.0005
125   4295.6692  -0.3057     0.0037
126   4296.1331  -0.3142    -0.0044
127   4296.6074  -0.3194    -0.0020
128   4297.0815  -0.3070     0.0002
129   4297.5554  -0.3018     0.0022
130   4298.0207  -0.3223    -0.0044
131   4298.4968  -0.3127    -0.0002
132   4298.9736  -0.2974     0.0046
133   4299.4380  -0.3152    -0.0029
134   4299.9111  -0.3286    -0.0017
135   4300.3899  -0.2974     0.0051
136   4300.8528  -0.2922    -0.0039
137   4301.3232  -0.3135    -0.0054
138   4301.8042  -0.3152     0.0037
139   4302.2751  -0.3037     0.0027
140   4302.7415  -0.3143    -0.0029
141   4303.2144  -0.3106    -0.0019
142   4303.6917  -0.2957     0.0034
143   4304.1616  -0.3063     0.0015
144   4304.6328  -0.3113     0.0008
145   4305.1047  -0.3109     0.0008
146   4305.5779  -0.2979     0.0020
147   4306.0440  -0.3199    -0.0039
148   4306.5190  -0.3092    -0.0007
149   4306.9951  -0.3014     0.0035
150   4307.4644  -0.3171     0.0008
151   4307.9333  -0.3326    -0.0022
152   4308.4114  -0.3176     0.0039
153   4308.8767  -0.3193    -0.0026
154   4309.3486  -0.3275    -0.0027
155   4309.8227  -0.3256    -0.0005
156   4310.2949  -0.3154    -0.0002
157   4310.7649  -0.3407    -0.0022
158   4311.2380  -0.3426    -0.0009
159   4311.7131  -0.3095     0.0022
160   4312.1831  -0.3143     0.0003
161   4312.6543  -0.3347    -0.0004
162   4313.1284  -0.3271     0.0018
163   4313.5996  -0.3015     0.0010
164   4314.0696  -0.3206    -0.0009
165   4314.5408  -0.3260    -0.0017
166   4315.0198  -0.3010     0.0054
167   4315.4849  -0.3081    -0.0014
168   4315.9570  -0.3149    -0.0012
169   4316.4329  -0.3228     0.0027
170   4316.9050  -0.3029     0.0030
171   4317.3694  -0.3174    -0.0046
172   4317.8484  -0.3234     0.0025
173   4318.3193  -0.3075     0.0015
174   4318.7915  -0.2968     0.0018
175   4319.2605  -0.3319    -0.0012
176   4319.7356  -0.3056     0.0020
177   4320.2078  -0.2931     0.0023
178   4320.6777  -0.3057     0.0003
179   4321.1499  -0.3289     0.0006
180   4321.6282  -0.2922     0.0069
181   4322.0920  -0.3153    -0.0012
182   4322.5652  -0.3069     0.0001
183   4323.0403  -0.3153     0.0032
184   4323.5112  -0.3005     0.0023
185   4323.9815  -0.3187     0.0006
186   4324.4536  -0.3198     0.0008
187   4324.9316  -0.3000     0.0069
188   4325.3948  -0.3226    -0.0019
189   4325.8718  -0.3295     0.0033
190   4326.3428  -0.3055     0.0023
191   4326.8140  -0.3040     0.0015
192   4327.2830  -0.3466    -0.0014
193   4327.7571  -0.3118     0.0008
194   4328.2302  -0.3117     0.0020
195   4328.6973  -0.3270    -0.0028
196   4329.1724  -0.3345     0.0003
197   4329.6475  -0.3096     0.0035
198   4330.1125  -0.3209    -0.0033
199   4330.5867  -0.3393    -0.0011
200   4331.0588  -0.3096    -0.0009
201   4331.5337  -0.2995     0.0020
202   4332.0019  -0.3159    -0.0016
203   4332.4749  -0.3266    -0.0006
204   4332.9490  -0.2930     0.0016
205   4333.4202  -0.3034     0.0008
206   4333.8892  -0.3261    -0.0021
207   4334.3662  -0.3104     0.0030
208   4334.8352  -0.2882     0.0001
209   4335.3103  -0.3210     0.0033
210   4335.7776  -0.3119    -0.0014
211   4336.2585  -0.2975     0.0077
212   4336.7236  -0.3023     0.0008
213   4337.1985  -0.2960     0.0038
214   4337.6697  -0.3065     0.0030
215   4338.1409  -0.3007     0.0023
216   4338.6108  -0.3005     0.0004
217   4339.0862  -0.2863     0.0038
218   4339.5559  -0.3066     0.0016
219   4340.0310  -0.2875     0.0048
220   4340.5002  -0.3037     0.0021
221   4340.9712  -0.2917     0.0011
222   4341.4473  -0.2889     0.0053
223   4341.9175  -0.3070     0.0035
224   4342.3852  -0.3147    -0.0006
225   4342.8628  -0.2995     0.0050
226   4343.3315  -0.3275     0.0018
227   4343.8008  -0.3282    -0.0009
228   4344.2766  -0.3247     0.0031
229   4344.7488  -0.3029     0.0033
230   4345.2161  -0.3364    -0.0013
231   4345.6919  -0.3239     0.0026
232   4346.1650  -0.3162     0.0038
233   4346.6331  -0.3149    -0.0001
234   4347.1062  -0.3253     0.0011
235   4347.5784  -0.3026     0.0014
236   4348.0503  -0.3075     0.0014
237   4348.5215  -0.3087     0.0006
238   4348.9944  -0.3202     0.0016
239   4349.4675  -0.2917     0.0028
240   4349.9358  -0.3186    -0.0008
241   4350.4087  -0.2909     0.0001
242   4350.8818  -0.3119     0.0014
243   4351.3518  -0.2884    -0.0006
244   4351.8259  -0.3056     0.0016
245   4352.2949  -0.3014    -0.0013
246   4352.7739  -0.3039     0.0058
247   4353.2380  -0.2996    -0.0020
248   4353.7141  -0.3066     0.0021
249   4354.1863  -0.2979     0.0024
250   4354.6611  -0.2951     0.0053
251   4355.1282  -0.2945     0.0004
252   4355.6055  -0.2942     0.0058
253   4356.0745  -0.2756     0.0028
254   4356.5464  -0.2858     0.0028
255   4357.0156  -0.2945     0.0002
256   4357.4951  -0.2857     0.0077
257   4357.9607  -0.2790     0.0014
258   4358.4358  -0.2837     0.0046
259   4358.9048  -0.2916     0.0016
260   4359.3784  -0.3010     0.0033
261   4359.8520  -0.2877     0.0051
262   4360.3210  -0.3030     0.0021
263   4360.7952  -0.3060     0.0043
264   4361.2688  -0.3061     0.0060
265   4361.7363  -0.3104     0.0016
266   4362.2102  -0.3195     0.0036
267   4362.6824  -0.3210     0.0038
268   4363.1555  -0.3195     0.0051
269   4363.6216  -0.3224    -0.0008
270   4364.0984  -0.3280     0.0041
271   4364.5676  -0.3353     0.0014
272   4365.0418  -0.3224     0.0036
273   4365.5088  -0.3331    -0.0013
274   4365.9849  -0.3106     0.0029
275   4366.4539  -0.3248    -0.0001
276   4366.9280  -0.3071     0.0021
277   4367.3980  -0.3096     0.0002
278   4367.8711  -0.3047     0.0014
279   4368.3411  -0.3370    -0.0005
280   4368.8142  -0.3108     0.0007
281   4369.2864  -0.3170     0.0009
282   4369.7617  -0.3135     0.0043
283   4370.2273  -0.3188    -0.0020
284   4370.7043  -0.2918     0.0031
285   4371.1753  -0.3181     0.0021
286   4371.6414  -0.2981    -0.0037
287   4372.1194  -0.3154     0.0024
288   4372.5916  -0.2918     0.0026
289   4373.0647  -0.2853     0.0039
290   4373.5308  -0.3080    -0.0020
291   4374.0107  -0.2919     0.0061
292   4374.4810  -0.2765     0.0044
293   4374.9490  -0.2911     0.0004
294   4375.4228  -0.2970     0.0024
295   4375.8992  -0.2899     0.0068
296   4376.3660  -0.2824     0.0017
297   4376.8420  -0.3036     0.0058
298   4377.3123  -0.2884     0.0041
299   4377.7832  -0.2861     0.0031
300   4378.2534  -0.2970     0.0014
301   4378.7258  -0.3097     0.0019
